"","date","wday","urticaria","allergy","yday","SO2","CO","O3","PM2.5","PM10","NO","NO2","TEMP","RH","RAIN","WS_HR","urticaria_M","urticaria_F","allergy_M","allergy_F","urticaria_20","urticaria_30","urticaria_50","urticaria_65","allergy_20","allergy_30","allergy_50","allergy_65"
"341",2014-12-08,1,2,7,341,4.38298611111111,0.534548611111111,38.7388888888889,39.8888888888889,82.2743055555556,2.91111111111111,19.1399305555556,20.7222222222222,66.8923611111111,0,1.21944444444444,0,2,5,2,0,0,0,2,0,3,2,2
"342",2014-12-09,2,7,9,342,4.95555555555556,0.626527777777778,27.4986111111111,51.2664553140097,105.488979468599,4.97291666666667,25.1732638888889,20.5486111111111,69.1736111111111,0,1.03854166666667,2,5,4,5,0,3,3,1,0,5,3,1
"343",2014-12-10,3,0,0,343,7.75590277777778,0.951567028985507,19.3489583333333,58.6417572463768,111.832729468599,9.21145833333333,36.2242141812865,20.6597222222222,73.625,0,0.849305555555556,0,0,0,0,0,0,0,0,0,0,0,0
"344",2014-12-11,4,0,3,344,5.58125,0.746319444444444,24.7961805555556,65.3290102108037,123.370320048309,5.35599747474747,29.2021307798482,22.7152777777778,73.9305555555556,0,0.978125,0,0,1,2,0,0,0,0,0,2,0,1
"345",2014-12-12,5,4,6,345,4.28506944444444,0.644201388888889,14.7041666666667,45.1792929292929,89.5445075757576,6.32916666666667,27.353125,22.5,76.2986111111111,0,1.01145833333333,0,4,3,3,1,0,1,2,0,3,0,3
"348",2014-12-15,1,3,5,348,5.54895833333333,0.640277777777778,26.9086805555556,59.0590277777778,115.052083333333,3.96401515151515,26.0208333333333,19.3958333333333,62.7256944444444,0,0.989930555555556,1,2,1,4,0,1,1,1,0,2,1,2
"349",2014-12-16,2,7,11,349,6.02106481481481,0.693368055555556,24.5528935185185,63.4043746286393,112.80072167756,5.23333333333333,26.737037037037,21.2534722222222,68.2071759259259,0,1.08287037037037,3,4,2,9,0,1,2,4,0,7,2,2
"350",2014-12-17,3,3,0,350,4.36493055555556,0.542708333333333,22.5986111111111,48.6207729468599,123.022644927536,5.30590277777778,23.2614583333333,19.4479166666667,65.4479166666667,0,1.16180555555556,3,0,0,0,0,0,0,3,0,0,0,0
"351",2014-12-18,4,0,7,351,6.75694444444444,0.612223731884058,25.3513888888889,60.9207782750781,122.766661176987,4.615625,25.2008756038647,16.1493055555556,51.8020833333333,0,1.12326388888889,0,0,2,5,0,0,0,0,0,4,1,2
"352",2014-12-19,5,5,5,352,5.56909722222222,0.679056461352657,25.7034722222222,66.6170220178372,102.888737922705,8.5875,28.3746074879227,17.5173611111111,61.1875,0,1.10173611111111,2,3,2,3,0,3,1,1,0,3,1,1
"355",2014-12-22,1,3,5,355,4.26666666666667,0.574409722222222,25.2177083333333,45.8993055555556,101.798611111111,4.92083333333333,21.3159722222222,18.7916666666667,68.6631944444444,0,1.08784722222222,1,2,1,4,0,1,1,1,0,4,1,0
"356",2014-12-23,2,3,2,356,5.85464015151515,0.681641002415459,26.9627840909091,50.1665705972771,106.336517347387,6.37247474747475,25.3642045454545,16.6515700483092,66.6006944444444,0,1.1383152173913,0,3,1,1,0,2,0,1,0,0,2,0
"357",2014-12-24,3,1,1,357,7.16006944444444,0.894618055555556,26.3722222222222,74.0160024154589,140.280495169082,8.30833333333333,32.925946969697,18.6909722222222,66.7673611111111,0.1,0.878125,1,0,0,1,0,0,1,0,1,0,0,0
"358",2014-12-25,4,1,5,358,6.89965277777778,0.923680555555556,24.8284722222222,85.8429951690821,148.42270531401,7.71701388888889,36.1871527777778,21.1840277777778,66.3472222222222,0,0.950347222222222,1,0,0,5,0,0,0,1,0,3,1,1
"359",2014-12-26,5,2,5,359,5.80381944444444,0.9153125,7.97638888888889,65.1436825553673,114.951806496643,15.7272727272727,35.0776785714286,18.2977941176471,78.4272875816993,0.544345238095238,0.821180555555556,1,1,3,2,0,1,1,0,1,1,2,1
"362",2014-12-29,1,2,3,362,2.61035353535354,0.478488005050505,14.1330808080808,32.0697601010101,58.4583333333333,6.25921717171717,18.0914457070707,18.5094696969697,81.8241792929293,0.225,1.15785984848485,1,1,1,2,0,0,1,1,0,1,2,0
"363",2014-12-30,2,5,12,363,3.86130736714976,0.558407306763285,28.477279589372,45.6267841458059,83.7484354413702,3.25538949275362,23.0547842555995,17.348731884058,65.7829106280193,0,1.10529891304348,0,5,2,10,0,4,1,0,1,8,2,1
"364",2014-12-31,3,1,0,364,6.21909722222222,0.808115942028986,28.5020833333333,58.4657306763285,107.183725845411,8.02951388888889,35.4978562801932,18.1875,63.1493055555556,0,1.103125,0,1,0,0,0,1,0,0,0,0,0,0
"365",2015-01-01,4,0,0,365,4.028125,0.747430555555556,29.4395833333333,46.8689201800615,90.8419776177928,7.99305555555556,28.6545138888889,18.2881944444444,64.7881944444444,0,1.10104166666667,0,0,0,0,0,0,0,0,0,0,0,0
"366",2015-01-02,5,3,5,1,4.64027777777778,0.690173611111111,31.3409722222222,57.34375,122.840277777778,4.13923611111111,23.85625,17.7951388888889,65.3993055555556,0,1.25972222222222,0,3,1,4,0,1,2,0,0,2,2,1
"369",2015-01-05,1,8,4,4,4.26631944444444,0.585902777777778,30.7059027777778,37.5,73.3472222222222,3.4125,22.3357638888889,20.0486111111111,61.5034722222222,0,1.13333333333333,2,6,1,3,0,1,4,3,1,2,0,1
"370",2015-01-06,2,1,8,5,5.74131944444444,0.871284722222222,30.7986111111111,41.1513367369346,82.9429210584102,7.27567934782609,32.3164347277119,21.6076388888889,62.2673611111111,0,1.08645833333333,0,1,3,5,0,1,0,0,1,2,2,3
"371",2015-01-07,3,2,0,6,5.86736111111111,0.705555555555555,27.6322916666667,36.9741847826087,77.2694746376812,5.80590277777778,27.7524305555556,22.9444444444444,65.3923611111111,0,1.18090277777778,1,1,0,0,0,0,0,2,0,0,0,0
"372",2015-01-08,4,2,6,7,4.70120614035088,0.753028143274854,16.4241776315789,60.2375398724083,123.362573099415,4.51085160818713,26.9792477116705,20.3108552631579,74.6165935672515,0,1.06659356725146,1,1,1,5,0,1,0,1,1,3,2,0
"373",2015-01-09,5,3,4,8,5.04438405797101,0.722361111111111,15.025634057971,47.1352657004831,99.5800120772947,5.0957702020202,29.20625,17.0972222222222,65.5416666666667,0,0.970486111111111,1,2,1,3,1,0,1,1,1,2,1,0
"376",2015-01-12,1,3,5,11,5.20451388888889,0.611805555555556,34.8354166666667,45.1458333333333,89.7326388888889,4.13298611111111,24.7701388888889,19.3854166666667,64.40625,0,1.11076388888889,3,0,1,4,0,0,1,2,0,2,1,2
"377",2015-01-13,2,11,12,12,5.01009963768116,0.668861714975845,36.2488526570048,41.1082702020202,86.7100076855512,5.20464015151515,24.3340277777778,20.6736111111111,67.6180555555556,0,1.23784722222222,4,7,4,8,0,7,4,0,0,8,2,2
"378",2015-01-14,3,0,0,13,4.08229166666667,0.531006944444444,30.5614583333333,35.6130521048999,87.1834239130435,4.50013888888889,21.1252651515152,20.15625,72.1215277777778,0.2,1.18576388888889,0,0,0,0,0,0,0,0,0,0,0,0
"379",2015-01-15,4,4,8,14,3.65138888888889,0.467048611111111,27.5548611111111,14.5204627799737,40.2984601449275,3.53125,17.9124094202899,19.1458333333333,73.8576388888889,0.868333333333333,1.26145833333333,1,3,0,8,0,0,3,1,0,4,4,0
"380",2015-01-16,5,5,3,15,5.69583333333333,0.629861111111111,24.3430555555556,36.0114734299517,87.5472524154589,7.58472222222222,27.0173611111111,18.5486111111111,70.7569444444444,0,1.11180555555556,2,3,1,2,0,2,1,2,0,2,0,1
"383",2015-01-19,1,4,5,18,5.26180555555556,0.654097222222222,26.890625,63.6388888888889,121.798611111111,4.52777777777778,24.20625,17.5069444444444,64.9861111111111,0,1.13576388888889,0,4,1,4,0,2,2,0,0,2,2,1
"384",2015-01-20,2,5,4,19,5.87604166666667,0.608090277777778,22.5736111111111,38.1256038647343,81.0701992753623,6.60625,26.7270833333333,17.8472222222222,73.9444444444444,0.185714285714286,1.04340277777778,1,4,1,3,2,3,0,0,1,1,1,1
"385",2015-01-21,3,0,1,20,5.79791666666667,0.762465277777778,34.1530303030303,62.7238828502415,115.939915458937,3.4046626984127,25.3663930976431,19.8055555555556,73.6736111111111,0.2,1.115625,0,0,0,1,0,0,0,0,0,0,1,0
"386",2015-01-22,4,3,3,21,4.09756944444444,0.611847826086957,28.0645833333333,62.4822683355292,125.182559288538,3.68425422705314,23.2156428414581,19.7951388888889,73.2569444444444,0.111111111111111,1.13055555555556,3,0,1,2,0,1,2,0,1,2,0,0
"387",2015-01-23,5,1,3,22,4.80714285714286,0.590059523809524,36.1464781746032,50.3164421470343,103.200892857143,2.64697420634921,24.2360119047619,18.6299603174603,54.6760912698413,0.0533333333333333,1.10684523809524,0,1,1,2,0,0,0,1,0,2,1,0
"390",2015-01-26,1,4,1,25,6.76944444444444,0.725659722222222,45.4201388888889,61.34375,107.21875,2.20659722222222,27.5361111111111,21.3576388888889,53.0833333333333,0,1.06388888888889,1,3,0,1,1,3,0,0,1,0,0,0
"391",2015-01-27,2,1,14,26,5.14305555555556,0.697013888888889,25.2763737922705,64.3549214975845,125.616998792271,4.68301767676768,27.8731646825397,21.3472222222222,66.6770833333333,0,1.14270833333333,0,1,6,8,0,1,0,0,1,7,4,2
"392",2015-01-28,3,2,0,27,3.71770833333333,0.634965277777778,22.2774305555556,43.9279891304348,83.4362922705314,4.47534722222222,24.53125,20.7326388888889,79.4652777777778,1.13388888888889,1.20104166666667,1,1,0,0,0,0,1,1,0,0,0,0
"393",2015-01-29,4,1,6,28,5.02361111111111,0.697569444444444,21.0798611111111,45.3242753623188,90.8105374396135,5.48727355072464,26.6839015151515,20.0590277777778,74.8958333333333,0,1.12881944444444,0,1,0,6,1,0,0,0,1,2,1,2
"394",2015-01-30,5,1,1,29,5.21215277777778,0.579027777777778,24.5364583333333,34.6377497804128,82.7744427975406,7.06666666666667,26.4447916666667,20.0069444444444,72.2291666666667,0,1.27604166666667,0,1,0,1,0,1,0,0,0,0,1,0
"397",2015-02-02,1,2,6,32,3.93878321256039,0.570618961352657,27.0922554347826,32.6089975845411,72.0730676328502,4.08422403381643,20.8034722222222,17.804347826087,68.0783514492754,0,1.315625,0,2,2,4,0,1,1,0,0,3,1,2
"398",2015-02-03,2,4,12,33,4.17152777777778,0.473819444444444,26.6763888888889,24.1414004172156,64.1265096618358,4.08784722222222,19.6138888888889,18.8680555555556,72.8888888888889,0,1.37256944444444,0,4,4,8,1,3,0,0,0,7,3,2
"399",2015-02-04,3,1,0,34,3.17757936507937,0.509141865079365,27.0889384920635,42.9793823326432,87.1228649068323,3.25828373015873,21.3559523809524,19.125,75.2247023809524,0,1.29384920634921,1,0,0,0,0,0,1,0,0,0,0,0
"400",2015-02-05,4,2,6,35,3.68943236714976,0.551933876811594,22.8756944444444,39.8544685990338,84.1319444444444,4.44936868686869,22.5298611111111,18.9409722222222,73.7916666666667,0,1.19756944444444,0,2,3,3,1,1,0,0,2,2,1,1
"401",2015-02-06,5,1,6,36,4.77673611111111,0.725243055555556,24.7458333333333,70.8646307798482,137.021501897861,4.51776871980676,25.4021958717611,16.3159722222222,67.0659722222222,0,1.26354166666667,1,0,1,5,0,0,0,1,2,2,1,1
"404",2015-02-09,1,3,7,39,3.68179563492063,0.555173611111111,33.5867063492064,49.5188492063492,96.5749007936508,2.13293650793651,18.9404265873016,17.4771825396825,68.0833333333333,0,1.10674603174603,0,3,4,3,0,2,1,0,0,2,1,4
"405",2015-02-10,2,4,9,40,4.87375,0.534847222222222,24.434375,39.4866434655479,91.5848574416938,3.84623490338164,24.5555404589372,15.4631944444444,58.7909722222222,0,1.08520833333333,2,2,2,7,0,3,1,0,0,8,1,0
"406",2015-02-11,3,2,0,41,4.37234299516908,0.575920138888889,27.8873263888889,34.5874094202899,75.7547770013803,6.05669642857143,25.7460069444444,15.7795138888889,65.8298611111111,0,1.25954861111111,1,1,0,0,0,1,1,0,0,0,0,0
"407",2015-02-12,4,1,9,42,4.89925340360123,0.607854770531401,30.9625,39.4779177646025,81.0939009661836,6.10137379227053,26.3341156126482,17.4800724637681,68.5863526570048,0,1.21979166666667,0,1,1,8,0,1,0,0,0,4,4,1
"408",2015-02-13,5,1,8,43,5.44722222222222,0.679909722222222,38.0658333333333,53.0056818181818,111.496843434343,3.75370979532164,28.0845058373591,18.9625,55.0618055555556,0,1.22361111111111,0,1,1,7,0,1,0,0,2,4,1,1
"411",2015-02-16,1,2,1,46,6.35625,0.695833333333333,40.1340277777778,50.4236111111111,98.4270833333333,3.00659722222222,25.9256944444444,22.8819444444444,58.5277777777778,0.876666666666667,1.16076388888889,1,1,0,1,0,1,0,1,0,1,0,0
"412",2015-02-17,2,8,6,47,3.45394453071084,0.704107142857143,33.8952380952381,47.9087674101261,80.1242294842838,3.21615769496204,23.4035067287785,22.9766865079365,75.53125,1.97777777777778,1.2780753968254,2,6,1,5,1,3,2,2,1,2,2,1
"413",2015-02-18,3,0,0,48,4.49305555555556,0.754722222222222,32.1427083333333,49.6641649413389,87.1730503795721,4.37708333333333,24.9375,22.4930555555556,76.2430555555556,0,1.07465277777778,0,0,0,0,0,0,0,0,0,0,0,0
"414",2015-02-19,4,0,0,49,4.72673611111111,0.803125,39.9618055555556,65.070652173913,124.544384057971,3.10972222222222,19.909375,21.6284722222222,74.71875,0,1.27743055555556,0,0,0,0,0,0,0,0,0,0,0,0
"415",2015-02-20,5,0,0,50,4.84375,0.608541666666667,41.4506944444444,46.2465277777778,103.135416666667,2.57673611111111,16.1805555555556,20.7777777777778,70.8958333333333,0,1.31597222222222,0,0,0,0,0,0,0,0,0,0,0,0
"418",2015-02-23,1,0,7,53,2.82839673913043,0.454864130434783,28.0387832125604,17.788345410628,40.4963768115942,2.82877415458937,14.7894625603865,22.9648248792271,82.0297403381642,5.23333333333333,1.27142210144928,0,0,4,3,0,0,0,0,2,2,1,2
"419",2015-02-24,2,7,12,54,3.90451388888889,0.705104166666667,22.3729166666667,45.4861111111111,85.1597222222222,4.24131944444444,19.2635416666667,23.6111111111111,77.9201388888889,0,1.13402777777778,2,5,4,8,1,3,1,2,0,6,5,1
"420",2015-02-25,3,0,2,55,2.96631944444444,0.693888888888889,18.5184027777778,43.7532389108476,88.9386391084761,6.47986111111111,19.1281551932367,23.03125,78.3715277777778,0,1.35416666666667,0,0,0,2,0,0,0,0,1,0,1,0
"421",2015-02-26,4,2,7,56,4.77787698412698,0.65358630952381,26.5210317460317,34.5717363855951,71.0927069609135,5.77048826777088,22.4324608664283,23.5530753968254,75.8462301587302,0,1.19156746031746,0,2,2,5,0,2,0,0,1,3,3,0
"422",2015-02-27,5,0,0,57,3.08694142512077,0.536539351851852,23.1576388888889,32.3187824536929,68.154046055181,3.39916465378422,18.8614144158981,24.7488425925926,73.7847222222222,0,1.3662037037037,0,0,0,0,0,0,0,0,0,0,0,0
"425",2015-03-02,1,4,5,60,3.20625,0.489513888888889,24.4847222222222,29.1666666666667,80.7291666666667,2.65763888888889,17.4583333333333,21.9722222222222,71.3333333333333,0,1.40729166666667,1,3,1,4,1,0,1,2,0,3,0,2
"426",2015-03-03,2,3,16,61,5.64236111111111,0.602465277777778,24.5663194444444,25.1275664251208,60.2826773166447,6.06597222222222,22.1232638888889,20.3888888888889,69.1736111111111,0,1.19791666666667,1,2,5,11,0,0,1,2,1,7,7,1
"427",2015-03-04,3,3,0,62,5.44409722222222,0.559756944444444,21.4878472222222,34.7810990338164,72.7569169960474,4.59652777777778,20.7391757246377,23.4375,71.4166666666667,0.2,1.4625,2,1,0,0,0,1,2,0,0,0,0,0
"428",2015-03-05,4,1,4,63,5.64112922705314,0.781443722943723,30.9118353174603,60.1088164251208,111.557336956522,4.59581349206349,25.0790674603175,22.6485119047619,74.785119047619,0,1.16206349206349,1,0,3,1,0,0,0,1,0,1,2,1
"429",2015-03-06,5,4,3,64,5.75263888888889,0.792312801932367,31.1910628019324,41.8730374396135,87.7287137681159,5.38516414141414,26.1648148148148,22.4513888888889,70.4097222222222,0,1.37152777777778,1,3,0,3,0,3,1,0,1,2,0,0
"432",2015-03-09,1,7,3,67,4.75953282828283,0.601710858585859,27.0582070707071,43.3106060606061,82.3484848484848,5.03178661616162,21.6520833333333,22.0460858585859,74.7146464646465,0,1.30596590909091,0,7,1,2,1,2,3,1,0,0,1,2
"433",2015-03-10,2,5,5,68,3.61770833333333,0.550486111111111,34.0659722222222,43.4147041062802,94.0105676328502,2.403125,19.4659722222222,23.3784722222222,68.9201388888889,0,1.59861111111111,2,3,1,4,0,3,1,1,0,3,1,1
"434",2015-03-11,3,2,0,69,5.82653985507246,0.71751056763285,10.3910326086957,46.0053524374177,95.8240694993412,8.16060606060606,34.8876262626263,19.2395833333333,71.1354166666667,0.4,0.985416666666667,2,0,0,0,0,1,0,1,0,0,0,0
"435",2015-03-12,4,5,11,70,5.16215277777778,0.694131944444444,21.2465277777778,47.2541584321476,84.9592528546333,6.41840277777778,28.6162878787879,19.4444444444444,69.9930555555556,0,1.14791666666667,3,2,3,8,0,2,2,1,1,8,2,0
"436",2015-03-13,5,4,5,71,4.64513888888889,0.678125,15.8284722222222,37.7948369565217,69.9664855072464,6.65590277777778,32.6798611111111,19.53125,71.53125,0,1.13194444444444,1,3,2,3,0,1,2,1,0,3,1,1
"439",2015-03-16,1,7,1,74,4.03697916666667,0.469253472222222,26.9270833333333,26.7430555555556,70.7447916666667,2.18350694444444,15.825,25.2309027777778,71.7708333333333,0,2.11979166666667,0,7,0,1,0,3,4,0,0,1,0,0
"440",2015-03-17,2,3,12,75,4.37152777777778,0.4340625,17.1243055555556,12.0439311594203,48.9175724637681,3.45555555555556,16.3322916666667,25.2951388888889,79.6180555555556,0.266666666666667,1.60416666666667,0,3,3,9,0,1,1,1,0,5,7,0
"441",2015-03-18,3,0,0,76,4.49335748792271,0.342256944444444,22.1402324879227,12.2877415458937,51.9525966183575,2.95873015873016,14.5229662698413,25.6076388888889,74.3368055555556,0,2.23888888888889,0,0,0,0,0,0,0,0,0,0,0,0
"442",2015-03-19,4,1,6,77,4.78517512077295,0.361869263285024,23.9235778985507,13.982940821256,58.1506642512077,4.25632548309179,15.4000452898551,25.1211050724638,70.376268115942,0,1.83114130434783,1,0,4,2,0,0,1,0,0,3,1,2
"443",2015-03-20,5,3,7,78,3.61979166666667,0.361701388888889,24.4725694444444,16.3164251207729,52.2866161616162,2.66597222222222,14.4483997584541,25.7013888888889,73.4166666666667,0,1.43923611111111,1,2,0,7,0,0,1,2,0,4,1,2
"446",2015-03-23,1,3,1,81,5.39375,0.688854166666667,35.6652777777778,59.4583333333333,108.583333333333,2.5125,19.1666666666667,24.4965277777778,72.6458333333333,0,1.07534722222222,1,2,0,1,0,1,1,1,0,1,0,0
"447",2015-03-24,2,4,13,82,4.6875,0.674166666666667,31.3291666666667,57.2421164282577,116.912261198946,2.896875,21.3694128787879,23.0590277777778,70.8784722222222,0.270833333333333,1.25520833333333,2,2,5,8,0,1,2,1,2,5,4,2
"448",2015-03-25,3,1,1,83,4.64444444444444,0.542256944444444,38.7371527777778,26.5294384057971,66.6340579710145,3.159375,19.3083333333333,22.2881944444444,71.4027777777778,0,1.38090277777778,0,1,0,1,0,0,0,1,0,0,1,0
"449",2015-03-26,4,4,7,84,4.91354166666667,0.541909722222222,26.1888888888889,29.7165404040404,72.7145092226614,3.38402777777778,25.7982638888889,21.7708333333333,69.21875,0,1.21875,4,0,2,5,0,0,1,3,0,2,4,1
"450",2015-03-27,5,5,7,85,5.40833333333333,0.56875,29.9722222222222,36.6983695652174,78.8848128019324,5.87708333333333,24.359375,22.1458333333333,73.0034722222222,0.1,1.26388888888889,1,4,3,4,0,4,1,0,0,4,3,0
"453",2015-03-30,1,5,1,88,4.15416666666667,0.477430555555556,52.6666666666667,24.4305555555556,51.2048611111111,1.59583333333333,15.8041666666667,24.7569444444444,68.1423611111111,0,1.29409722222222,2,3,1,0,0,1,2,2,0,0,1,0
"454",2015-03-31,2,6,12,89,5.30474747474747,0.501350378787879,34.7571022727273,25.2262806637807,57.11295995671,2.645,18.5619949494949,26.0969516594517,66.4636994949495,0,1.56382575757576,4,2,4,8,1,3,1,1,1,7,4,0
"455",2015-04-01,3,1,0,90,5.48576388888889,0.360118055555556,16.1670833333333,12.685312362758,48.2260869565217,4.71701388888889,17.214880952381,26.7743055555556,73.3125,0,1.86773504273504,1,0,0,0,0,0,0,1,0,0,0,0
"456",2015-04-02,4,3,4,91,4.43843599033816,0.320872584541063,17.9252525252525,9.462711352657,39.7041062801932,4.24512379227053,12.7897493961353,26.8541666666667,74.6268115942029,0,1.68854166666667,2,1,0,4,0,2,1,0,0,3,1,0
"457",2015-04-03,5,0,0,92,4.86995614035088,0.294941520467836,15.474817251462,7.45450885668277,34.108192431562,3.86875,11.855044654208,27.0957602339181,74.3824926900585,0,2.24504751461988,0,0,0,0,0,0,0,0,0,0,0,0
"460",2015-04-06,1,0,0,95,4.54930555555556,0.322916666666667,19.9958333333333,15.4861111111111,36.8576388888889,4.76701388888889,11.2753472222222,28.1180555555556,71,0,1.46631944444444,0,0,0,0,0,0,0,0,0,0,0,0
"461",2015-04-07,2,8,8,96,5.16319444444444,0.415138888888889,15.0940972222222,15.5416666666667,40.4861111111111,4.81145833333333,14.7888888888889,27.3368055555556,74.3263888888889,1.01459523809524,1.31979166666667,2,6,1,7,0,4,3,1,0,5,2,1
"462",2015-04-08,3,3,2,97,4.04826388888889,0.479756944444444,26.4732638888889,32.4267814009662,76.0854468599034,3.30729166666667,18.0069444444444,26.5069444444444,74.8888888888889,0,1.41909722222222,2,1,0,2,0,1,2,0,1,0,0,1
"463",2015-04-09,4,3,8,98,5.021875,0.522569444444444,32.0451388888889,25.1534365393061,75.9273962450593,3.50625,22.4083031400966,22.9236111111111,66.625,0,1.32430555555556,0,3,2,6,1,1,1,0,0,8,0,0
"464",2015-04-10,5,5,10,99,4.69270833333333,0.4796875,45.6409722222222,25.943483750549,65.9727437417655,3.49618055555556,20.3291666666667,23.5972222222222,64.5520833333333,0,1.51388888888889,1,4,3,7,0,3,1,1,1,5,2,2
"467",2015-04-13,1,5,5,102,2.86615338164251,0.445833333333333,33.3736111111111,19.9302536231884,45.8457125603865,2.67326388888889,16.7298611111111,22.5416666666667,77.0763888888889,0.2,1.29583333333333,2,3,2,3,1,3,1,0,1,3,1,0
"468",2015-04-14,2,4,6,103,4.27114898989899,0.457406400966184,49.1103562801932,28.8796936758893,70.3975076855512,1.82142621870883,17.1026817083882,23.4171195652174,57.5670289855072,0,1.33030753968254,1,3,1,5,0,3,1,0,0,4,1,1
"469",2015-04-15,3,3,1,104,4.75579063146998,0.415836352657005,55.2339975845411,25.1410024154589,75.9130434782609,1.65179951690821,18.7394492398409,22.1354166666667,34.4868055555556,0,1.51979166666667,2,1,0,1,0,1,1,1,0,1,0,0
"470",2015-04-16,4,6,5,105,6.06013257575758,0.429720712560386,47.2661835748792,26.1688762626263,78.904191370224,1.82252415458937,17.956976010101,23.3541666666667,52.6518719806763,0.1,2.21458333333333,2,4,1,4,0,2,3,1,1,1,1,2
"471",2015-04-17,5,4,4,106,4.34294987922705,0.409560688405797,42.5020449055775,22.3688103864734,64.6515700483092,2.06900311343246,15.362077431928,25.7773248792271,62.0104166666667,0,1.56284722222222,2,2,0,4,0,0,2,2,1,1,0,2
"474",2015-04-20,1,6,2,109,4.62395833333333,0.232454594017094,15.1971955128205,8.1383547008547,29.0434085841695,3.1497061965812,10.4194711538462,28.6551816239316,71.1233974358974,0,1.62227564102564,3,3,1,1,1,4,1,0,0,1,1,0
"475",2015-04-21,2,3,9,110,3.47986111111111,0.284097222222222,15.2100694444444,11.5423007246377,32.2043395915679,3.67438103864734,11.2864583333333,28.09375,67.9618055555556,0,1.35173611111111,1,2,4,5,0,1,2,0,1,5,2,1
"476",2015-04-22,3,1,0,111,5.70710227272727,0.429895833333333,14.8403203227931,15.4224033816425,44.7092391304348,3.7104797979798,20.1044507575758,25.8784722222222,78.8541666666667,0.671944444444444,1.303125,1,0,0,0,1,0,0,0,0,0,0,0
"477",2015-04-23,4,2,3,112,4.63803661616162,0.565072463768116,38.4143115942029,33.9376509661836,75.1159420289855,3.46031099033816,19.7695075757576,25.9166666666667,72.6111111111111,0,1.35381944444444,0,2,2,1,0,1,1,0,0,0,3,0
"478",2015-04-24,5,5,2,113,5.65173611111111,0.508993055555556,39.6858846618358,29.4811978480457,78.1618494729908,2.99490036231884,21.2714772727273,26.1840277777778,69.5868055555556,0,1.40416666666667,2,3,0,2,0,1,2,2,1,0,1,0
"481",2015-04-27,1,5,4,116,5.16922514619883,0.464767909356725,47.1332602339181,30.5186403508772,74.1882309941521,1.67956871345029,15.2166301169591,26.1834795321637,69.9031432748538,0,1.38830409356725,3,2,1,3,1,2,2,0,0,2,0,2
"482",2015-04-28,2,4,9,117,5.43581823671498,0.468618055555556,42.2176177536232,29.1599335748792,67.6749972551603,1.73759936319719,16.1839121808144,27.1537698412698,66.452876984127,0,1.40491071428571,1,3,1,8,0,0,2,2,1,3,3,2
"483",2015-04-29,3,1,2,118,4.14870471014493,0.401115200922266,29.9496467391304,19.3635500972457,46.1681406455863,2.13625137241985,13.2707965524813,27.7947765700483,70.1544987922705,0.275,1.59575785024155,0,1,2,0,0,0,0,1,1,0,0,1
"484",2015-04-30,4,1,4,119,3.04680857487923,0.284628019323671,21.5754921497585,17.2704188625384,45.4488389328063,2.86583031400966,10.3245026350461,27.3131944444444,74.8076388888889,0.0166666666666667,1.70472222222222,0,1,1,3,0,1,0,0,0,2,2,0
"485",2015-05-01,5,2,2,120,3.92972524154589,0.341805555555556,47.2398852657005,30.6636473429952,63.3026323012736,1.77963466183575,11.1800875603865,27.8472222222222,73.2222222222222,0,1.515625,0,2,0,2,0,0,1,1,0,1,0,1
"488",2015-05-04,1,7,7,123,2.95625,0.231319444444444,16.6111111111111,11.3993055555556,32.8958333333333,2.23194444444444,7.85763888888889,28.3611111111111,73.7638888888889,0,1.73576388888889,4,3,2,5,1,2,3,1,1,3,2,1
"489",2015-05-05,2,8,8,124,3.85884502923977,0.221038011695906,16.802668128655,8.34432641633729,29.2332839262187,2.96083698830409,9.01524122807018,28.5140716374269,73.0820540935673,0.733333333333333,1.60807748538012,5,3,2,6,0,3,3,2,1,3,1,3
"490",2015-05-06,3,1,0,125,4.18888888888889,0.3809375,30.5326388888889,15.0914855072464,39.1182065217391,2.40520833333333,15.1175347222222,27.1770833333333,78.1475694444444,2.85900793650794,1.15625,1,0,0,0,0,0,1,0,0,0,0,0
"491",2015-05-07,4,4,12,126,4.67202322134387,0.355757575757576,24.1347222222222,21.0868055555556,50.801479468599,2.60331439393939,13.8422619047619,28.1145833333333,74.1215277777778,0,1.52638888888889,2,2,2,10,0,0,3,1,0,6,6,0
"492",2015-05-08,5,6,6,127,3.98888888888889,0.265,18.2635416666667,12.7866279252149,35.3707592226614,3.55798611111111,11.6630681818182,28.28125,72.7291666666667,0,1.70798611111111,1,5,3,3,1,2,1,2,1,4,1,0
"495",2015-05-11,1,4,5,130,3.56527777777778,0.330520833333333,26.3663194444444,20.65625,47.8576388888889,2.50868055555556,11.8013888888889,29.4097222222222,69.5243055555556,0,1.40590277777778,1,3,1,4,0,3,1,0,0,2,1,2
"496",2015-05-12,2,4,5,131,3.90642361111111,0.434826388888889,24.4269097222222,28.3614199055775,65.8591279644269,3.04357638888889,15.3472222222222,28.2256944444444,72.6336805555556,0.476190476190476,1.59357638888889,3,1,2,3,0,2,1,1,1,2,2,0
"497",2015-05-13,3,1,0,132,4.11884057971015,0.300732185990338,22.1264039855072,11.5161533816425,33.2590579710145,2.6740845959596,12.4814553140097,27.9479166666667,75.3298611111111,5.47361111111111,1.18125,0,1,0,0,0,0,0,1,0,0,0,0
